Name,Location,Kharif Crop,Rabi Crop,Number of Acres,Method1,Method2,Method3,Number of credits / carbon sequestration potential,Yield Increase,Emission reduction,Cost,Project value,Project Start Date,Verification date,Date of credits receival,Additional comments,Source
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2037,,06-12-2038,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2038,,06-12-2039,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2039,,06-12-2040,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2040,,06-12-2041,,https://registry.verra.org/app/projectDetail/VCS/4855
Vista Energy ,"Buenos Aires, Argentina","Corn,Soyabean",Wheat,"3,35,37,184.53",Crop rotations ,Rotations between agricultural and livestock practices, Cover crops ,"5,569.64",,,,,06-12-2041,,05-12-2042,,https://registry.verra.org/app/projectDetail/VCS/4855
Regenerative Agriculture and Forestry Technologies,,Maize,,"1,23,552.50",Conservation Agriculture ,Legume Intercropping and Alley Cropping ,Farmer Managed Natural Regeneration (FMNR)  ,"1,32,290.00",,,,,24-06-2021,,,,https://registry.verra.org/app/projectDetail/VCS/4789
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"1,55,891.00",,,,,24-06-2021,,31-12-2021,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"3,20,548.00",,,,,01-01-2022,,31-12-2022,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"2,33,242.00",,,,,01-01-2023,,31-12-2023,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"2,01,480.00",,,,,01-01-2024,,31-12-2024,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"1,75,770.00",,,,,01-01-2025,,31-12-2025,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"1,71,807.00",,,,,01-01-2026,,31-12-2026,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"1,61,680.00",,,,,01-01-2027,,31-12-2027,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"1,59,234.00",,,,,01-01-2028,,31-12-2028,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"1,49,487.00",,,,,01-01-2029,,31-12-2029,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"1,31,291.00",,,,,01-01-2030,,31-12-2030,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"1,25,042.00",,,,,01-01-2031,,31-12-2031,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"1,07,019.00",,,,,01-01-2032,,31-12-2032,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"94,974.00",,,,,01-01-2033,,31-12-2033,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"82,710.00",,,,,01-01-2034,,31-12-2034,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"70,777.00",,,,,01-01-2035,,31-12-2035,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"67,738.00",,,,,01-01-2036,,31-12-2036,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"59,782.00",,,,,01-01-2037,,31-12-2037,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"63,602.00",,,,,01-01-2038,,31-12-2038,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"57,136.00",,,,,01-01-2039,,31-12-2039,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"62,479.00",,,,,01-01-2040,,31-12-2040,,https://registry.verra.org/app/projectDetail/VCS/4837
SHANDONGDONGYINGALMPROJECT,"Kenli District, DongyingCity, China",SummerCorn,Winterwheat,"67,532.02",Improvefertilizer(organicor inorganic)application,Reducetillage/improve residuemanagement,,"-5,880.00",,,,,01-01-2041,,23-06-2041,,https://registry.verra.org/app/projectDetail/VCS/4837
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,206.4,,,,,30-07-2021,,31-12-2021,"The baseline crops were wheat, corn But in Project scenerio Plantations were implementated",https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,174.4,,,,,2022,,31-12-2022,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,195.6,,,,,2023,,31-12-2023,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,259.4,,,,,2023,,31-12-2023,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,321.5,,,,,2024,,31-12-2024,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,342.7,,,,,2024,,31-12-2024,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,655,,,,,2025,,31-12-2025,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,284.4,,,,,2025,,31-12-2025,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,167.7,,,,,2026,,31-12-2026,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2026,,31-12-2026,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2027,,31-12-2027,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2027,,31-12-2027,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2028,,31-12-2028,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2028,,31-12-2028,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2029,,31-12-2029,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2029,,31-12-2029,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2030,,31-12-2030,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2030,,31-12-2030,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2031,,31-12-2031,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2031,,31-12-2031,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2032,,31-12-2032,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2032,,31-12-2032,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2033,,31-12-2033,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2033,,31-12-2033,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2034,,31-12-2034,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2035,,31-12-2035,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2036,,31-12-2036,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2037,,31-12-2037,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2038,,31-12-2038,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2039,,31-12-2039,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2040,,31-12-2040,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2041,,31-12-2041,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2042,,31-12-2042,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2043,,31-12-2043,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2044,,31-12-2044,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2045,,31-12-2045,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2046,,31-12-2046,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2047,,31-12-2047,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2048,,31-12-2048,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2049,,31-12-2049,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,2050,,31-12-2050,,https://registry.verra.org/app/projectDetail/VCS/4787
Rivulis Pte. Ltd.,HaYogev Moshav in northern Israel,Nuts,Olive trees,69.1926,No tillage. ,Reduced use of inorganic fertilizers,Intercropping with AlfaAlfa,128.8,,,,,01-01-2051,,29-07-2051,,https://registry.verra.org/app/projectDetail/VCS/4787
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"11,484.00",,,,,01-01-2021,,31-12-2021,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"11,484.00",,,,,01-01-2022,,31-12-2022,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"14,834.00",,,,,01-01-2023,,31-12-2023,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"15,808.00",,,,,01-01-2024,,31-12-2024,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"23,429.00",,,,,01-01-2025,,31-12-2025,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"36,369.00",,,,,01-01-2026,,31-12-2026,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"58,221.00",,,,,01-01-2027,,31-12-2027,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"79,115.00",,,,,01-01-2028,,31-12-2028,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"1,06,943.00",,,,,01-01-2029,,31-12-2029,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"1,52,847.00",,,,,01-01-2030,,31-12-2030,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"1,98,750.00",,,,,01-01-2031,,31-12-2031,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"2,44,653.00",,,,,01-01-2032,,31-12-2032,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"2,90,556.00",,,,,01-01-2033,,31-12-2033,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"3,36,387.00",,,,,01-01-2034,,31-12-2034,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"4,04,811.00",,,,,01-01-2035,,31-12-2035,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"4,73,235.00",,,,,01-01-2036,,31-12-2036,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"5,41,659.00",,,,,01-01-2037,,31-12-2037,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"6,10,067.00",,,,,01-01-2038,,31-12-2038,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"6,83,189.00",,,,,01-01-2039,,31-12-2039,,https://registry.verra.org/app/projectDetail/VCS/4777
Agropecuaria Bambusa SAS," Orinoquia,Colombia",,,"3,70,657.50",Cease grassland burns. ,Reduce fertilizer (organic or inorganic) application;,Reduce tillage/improve residue management,"6,85,821.00",,,,,01-01-2040,,31-12-2040,,https://registry.verra.org/app/projectDetail/VCS/4777
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"24,430.00",,,,,01-10-2023,,31-12-2023,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"97,718.00",,,,,01-01-2024,,31-12-2024,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"3,07,846.00",,,,,01-01-2025,,31-12-2025,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"5,73,856.00",,,,,01-01-2026,,31-12-2026,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"7,24,966.00",,,,,01-01-2027,,31-12-2027,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"9,19,182.00",,,,,01-01-2028,,31-12-2028,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"7,69,660.00",,,,,01-01-2029,,31-12-2029,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"6,32,904.00",,,,,01-01-2030,,31-12-2030,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"4,02,449.00",,,,,01-01-2031,,31-12-2031,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"2,77,185.00",,,,,01-01-2032,,31-12-2032,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"1,97,223.00",,,,,01-01-2033,,31-12-2033,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"1,41,778.00",,,,,01-01-2034,,31-12-2034,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"1,01,253.00",,,,,01-01-2035,,31-12-2035,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"70,507.00",,,,,01-01-2036,,31-12-2036,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"47,176.00",,,,,01-01-2037,,31-12-2037,,https://registry.verra.org/app/projectDetail/VCS/4746
 carbono rural Paraguayan Chaco , Occidental Paraguay,,,"6,17,763",Sustainable grazing planning  ,,,"29,896.00",,,,,01-01-2038,,31-12-2038,,https://registry.verra.org/app/projectDetail/VCS/4746
